START_ID,END_ID,TYPE,fecha,dispositivo,tipo,editado,longitud_comentario,reportó,guardó,descargó,calificó,like,respondió,fecha_respuesta,like_autor,ratificado,temas,examen,aportes,está,abandonó,buscó,enfoque,primeros_usuarios,rol,status,último_acceso,cambios_realizados,versión,estado_reclamo,motivo_reclamo,tipo_comentario:string,ultima_interacción:datetime
52990847,69518752,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
59372702,55939250,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
68432453,51588866,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
39475027,22916930,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70750242,73773308,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
72943183,71875319,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
66803647,38375635,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29586808,49507293,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636558,58951347,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
90225845,73096763,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
94779219,76510552,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63703158,11788055,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
96851374,22650180,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41411691,80603927,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
54128162,91051201,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
82906190,69949676,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84109565,63901838,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
45432205,86147600,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84660344,664370,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
45216006,41842437,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
46802228,40372092,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
80233301,66505053,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
47811450,92454470,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
49931239,39443683,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782995,10409342,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
86969960,41776775,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
6708244,46494884,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
69949686,44237605,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
80021211,21098223,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
46045630,81700107,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
98322924,28586814,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
2095630,28073544,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
64967606,87833092,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
58778823,73999688,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
56642448,81251790,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
32481948,2268730,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69901984,71917606,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44481986,74986885,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90921322,69932484,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84173034,72779922,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
16103144,25979820,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19612787,67758674,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79277434,92705559,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
26432121,9025621,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
60435749,47281975,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
71771743,83543052,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57917038,39140030,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
52669505,67910422,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
85870691,83127628,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
53182758,18038602,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
74647131,89463914,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72106986,47398049,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
6806250,19592861,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23671463,874204,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
59274499,68597477,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
60536044,98986034,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
33743140,96760495,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
12987218,66563058,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
44226861,61230121,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67249653,94242977,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
51917499,21071898,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
83834973,26426542,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
32458322,1973068,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
9489464,38046929,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
65778330,4471302,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
60639140,73841249,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
89477179,63888722,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
54419851,20700975,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
94833665,27255298,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
60098447,22200073,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
46396396,54879463,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
97689254,21397795,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86565693,24548567,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37376435,4816923,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54215650,92284967,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
23037865,24290898,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
14563870,9752491,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
22490626,94554380,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
32047266,76476016,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
56056312,94452917,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70944243,88809946,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
64529182,67122647,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
59246841,68956728,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
284170,93612120,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
486611,21071898,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
3159107,71331023,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76727958,58553525,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34479534,78222103,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
27244431,74361783,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
62101932,95438150,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
77263526,24365376,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40063736,87517243,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
91569047,25748478,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
88504955,48779661,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
42973352,90024608,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
43196359,60346398,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
98325826,96925569,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
66139319,40276986,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60732665,55725525,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
72955931,72971504,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73495074,83475892,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
86703124,78745926,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81488185,4471302,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
41109172,63901838,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
3398022,15356563,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
28770060,46760572,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
97833953,39475027,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44283435,51409506,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69796106,47427759,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
41766095,31437744,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746667,96540541,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
39483304,60346398,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
64732794,48294815,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
55276204,27509922,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
49075919,48228631,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
28597332,70632178,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
89252292,68162922,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
37112255,91636610,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
43369745,27997273,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
17731106,96851374,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
66353912,97909762,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
47410229,26264010,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
80543284,14706374,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
1531126,75542412,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
54016050,94001854,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
55509272,83902619,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
3775646,61342611,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
69796106,49161593,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
69031416,94612956,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12505361,48514174,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
52943896,47347255,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
93859868,27891915,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
48514174,63839432,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
3867648,5393075,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
33712556,79552233,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
12660194,54952083,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
94817105,28708888,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75431612,64562460,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
80004656,44312046,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
87363655,50916242,CREÓ_COMUNIDAD,2024-08-27T22:14:45,,,,,,,,,,,,,,,,,,,Investigación,"['Íñigo Perez Esteve', 'Micaela Pons-Novoa', 'Lorenza Catalán Moraleda']",,,,,,,,,,
34496435,87579841,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
68915391,73285755,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89614433,98499676,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78871126,40639766,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
12411792,54830352,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
67614227,16504542,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
925123,21071898,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
4789845,5723768,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
68477351,1167757,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
66130666,73447272,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
61654008,80631455,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87025331,41776775,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
96868915,46760572,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
70651527,32063193,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69089091,55939250,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
64483772,31828278,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
92500221,60882124,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
44794858,64862999,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
54597399,59668750,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
47475650,39027214,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55818452,70022033,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82151642,70088267,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49283521,97909803,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
33327948,70549031,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
58685794,60043160,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80183060,43798526,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17756443,34281449,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
20313574,45630736,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4669873,81905217,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
80851238,87615716,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
29256142,28173271,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
69336194,59643524,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
31743768,12863671,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90644070,58540387,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
75388033,51516659,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
95222675,67835762,CREÓ_COMENTARIO,2025-03-04T14:07:56,,,False,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50318906,35685858,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56926086,58748976,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
93858435,87850625,PERTENECE_POST,2025-03-04T14:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97564498,85632726,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57917038,99320810,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
87816659,10757712,PERTENECE_CLASE,2025-03-04T14:09:57,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
80583348,34665589,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
43216923,37783980,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
17120235,17568965,RECLAMO_RECOMPENSA,2025-03-04T14:10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,aprobado,Nemo saepe officiis tempora excepturi.,,
25964454,35828148,PERTENECE_COMUNIDAD,2025-03-04T14:10:58,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
8640126,93736640,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
74833535,35685858,EDITÓ_POST,2025-03-04T14:08:26,,,False,74.0,,,,,,,,,,,,,,,,,,,,,"['voluptatum', 'quaerat']",4.0,,,,
51514973,41101342,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
59103258,39928611,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44201328,59991835,TIENE_RESPUESTA,2025-03-04T14:11:20,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,
67098020,5094727,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52008140,63888722,PERTENECE_A_COMUNIDAD,,,,,,,,,,,,,,,,,,,,,,,mod,activo,2025-03-04T14:11:14,,,,,,
92076674,31215627,SIGUE,2025-03-04T14:10:05,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,
2320274,63888722,INTERACTUÓ_COMUNIDAD,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,
33197634,11436103,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98182614,81164403,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
12411792,91123836,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344072,80377649,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52943896,93903799,PUBLICÓ,2024-10-31T07:12:19,Móvil,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45049791,4789845,EDITÓ_COMENTARIO,2025-03-04T14:10:47,,,False,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
62296606,58338057,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
35307552,23045692,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
47281975,40291538,INTERACTUÓ_POST,,,,,,False,False,True,5.0,,,,,,,,,,,,,,,,,,,,,,
98322924,43444380,INTERACTUÓ_COMENTARIO,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
